Scheme Name,Net Asset Value
ICICI Prudential Business Cycle Fund - Series 3 Dividend option,9.15
ICICI Prudential Equity Savings Fund - Series 1  - Dividend,12.06
ICICI Prudential Equity Savings Fund - Series 1 - Cumulative,20.54
ICICI Prudential Equity Savings Fund - Series 1 Direct Plan - Cumulative,21.08
ICICI Prudential Equity Savings Fund - Series 1 Direct Plan - Dividend,12.48
ICICI Prudential Growth Fund- Series 1 Direct Dividend,14.47
ICICI Prudential Growth Fund- Series 1 Dividend,13.23
ICICI Prudential Growth Fund - Series 2 Direct Dividend,16.02
ICICI Prudential Growth Fund - Series 2 Dividend,14.68
ICICI Prudential Growth Fund - Series 3 Direct IDCW,13.67
ICICI Prudential Growth Fund - Series 3 IDCW,12.50
ICICI Prudential Growth Fund - Series 4 Direct Dividend,11.62
ICICI Prudential Growth Fund - Series 4 Dividend,10.89
ICICI Prudential Growth Fund - Series 5 Direct Dividend,11.11
ICICI Prudential Growth Fund - Series 5 Dividend,10.47
ICICI Prudential Growth Fund - Series 6  Dividend,10.29
ICICI Prudential Growth Fund - Series 6 Direct Dividend,10.97
ICICI Prudential Growth Fund - Series 7  Dividend,9.98
ICICI Prudential Growth Fund - Series 7 Direct Dividend,10.54
ICICI Prudential Growth Fund - Series 8  Dividend,10.71
ICICI Prudential Growth Fund - Series 8 Direct Dividend,10.82
ICICI Prudential India Recovery Fund - Series 1 Direct Dividend,9.95
ICICI Prudential India Recovery Fund - Series 1 Dividend,9.46
ICICI Prudential India Recovery Fund - Series 2 Direct Dividend,10.54
ICICI Prudential India Recovery Fund - Series 2 Dividend,9.89
ICICI Prudential India Recovery Fund - Series 3 Cumulative Option,13.82
ICICI Prudential India Recovery Fund - Series 3 Direct Plan Cumulative Option,14.35
ICICI Prudential India Recovery Fund - Series 3 Direct Plan Dividend Option,10.22
ICICI Prudential India Recovery Fund - Series 3 Dividend Option,9.96
ICICI Prudential India Recovery Fund - Series 4 Cumulative Option,16.56
ICICI Prudential India Recovery Fund - Series 4 Direct Plan Cumulative Option,17.28
ICICI Prudential India Recovery Fund - Series 4 Direct Plan Dividend Option,12.19
ICICI Prudential India Recovery Fund - Series 4 Dividend Option,11.58
ICICI Prudential India Recovery Fund - Series 5 Cumulative Option,13.78
ICICI Prudential India Recovery Fund - Series 5 Direct Plan Cumulative Option,14.28
ICICI Prudential India Recovery Fund - Series 5 Direct Plan Dividend Option,10.85
ICICI Prudential India Recovery Fund - Series 5 Dividend Option,10.47
ICICI Prudential India Recovery Fund - Series 7 Direct Plan Dividend Option,11.90
ICICI Prudential India Recovery Fund - Series 7 Dividend Option,11.35
ICICI Prudential Value Fund - Series 1 - Direct Dividend,11.43
ICICI Prudential Value Fund - Series 1 -Dividend,10.42
ICICI Prudential Value Fund - Series 10 - Cumulative Option,11.89
ICICI Prudential Value Fund - Series 10 - Direct Plan - Cumulative Option,12.32
ICICI Prudential Value Fund - Series 10 - Direct Plan - Dividend Option,10.91
ICICI Prudential Value Fund - Series 10 - Dividend Option,10.50
ICICI Prudential Value Fund - Series 11 - Cumulative Option,13.09
ICICI Prudential Value Fund - Series 11 - Direct Plan - Cumulative Option,13.54
ICICI Prudential Value Fund - Series 11 - Direct Plan - Dividend Option,11.69
ICICI Prudential Value Fund - Series 11 - Dividend Option,11.27
ICICI Prudential Value Fund - Series 12 - Direct Plan - Dividend Option,12.21
ICICI Prudential Value Fund - Series 12 - Dividend Option,11.68
ICICI Prudential Value Fund - Series 13 - Direct Plan - Dividend Option,11.95
ICICI Prudential Value Fund - Series 13 - Dividend Option,11.46
ICICI Prudential Value Fund - Series 14 - Cumulative Option,12.39
ICICI Prudential Value Fund - Series 14 - Direct Plan - Cumulative Option,12.99
ICICI Prudential Value Fund - Series 14 - Direct Plan - Dividend Option,12.39
ICICI Prudential Value Fund - Series 14 - Dividend Option,11.81
ICICI Prudential Value Fund - Series 15 - Cumulative Option,12.70
ICICI Prudential Value Fund - Series 15 - Direct Plan - Cumulative Option,13.18
ICICI Prudential Value Fund - Series 15 - Direct Plan - Dividend Option,12.70
ICICI Prudential Value Fund - Series 15 - Dividend Option,12.39
ICICI Prudential Value Fund - Series 16 - Cumulative Option,12.52
ICICI Prudential Value Fund - Series 16 - Direct Plan - Cumulative Option,12.93
ICICI Prudential Value Fund - Series 16 - Direct Plan - Dividend Option,12.32
ICICI Prudential Value Fund - Series 16 - Dividend Option,12.01
ICICI Prudential Value Fund - Series 17 - Cumulative Option,12.90
ICICI Prudential Value Fund - Series 17 - Direct Plan - Cumulative Option,13.36
ICICI Prudential Value Fund - Series 17 - Direct Plan - IDCW Option,13.04
ICICI Prudential Value Fund - Series 17 - IDCW Option,12.59
ICICI Prudential Value Fund - Series 18 - Cumulative Option,14.75
ICICI Prudential Value Fund - Series 18 - Direct Plan - Cumulative Option,15.23
ICICI Prudential Value Fund - Series 18 - Direct Plan - IDCW Option,14.87
ICICI Prudential Value Fund - Series 18 - IDCW Option,14.41
ICICI Prudential Value Fund - Series 19 - Cumulative Option,14.45
ICICI Prudential Value Fund - Series 19 - Direct Plan - Cumulative Option,14.94
ICICI Prudential Value Fund - Series 19 - Direct Plan - IDCW Option,14.94
ICICI Prudential Value Fund - Series 19 - IDCW Option,14.45
ICICI Prudential Value Fund - Series 2 - Direct Dividend,11.51
ICICI Prudential Value Fund - Series 2 - Dividend,10.48
ICICI Prudential Value Fund - Series 20 - Cumulative Option,13.43
ICICI Prudential Value Fund - Series 20 - Direct Plan - Cumulative Option,13.78
ICICI Prudential Value Fund - Series 20 - Direct Plan - IDCW Option,13.78
ICICI Prudential Value Fund - Series 20 - IDCW Option,13.43
ICICI Prudential Value Fund - Series 3 - Direct Dividend,11.48
ICICI Prudential Value Fund - Series 3 - Dividend,10.49
ICICI Prudential Value Fund - Series 4  Dividend,10.17
ICICI Prudential Value Fund - Series 4 Cumulative Option,21.15
ICICI Prudential Value Fund - Series 4 Direct Plan Cumulative Option,22.23
ICICI Prudential Value Fund - Series 4 Direct Plan Dividend,10.82
ICICI Prudential Value Fund - Series 5  Cumulative Option,14.71
ICICI Prudential Value Fund - Series 5 Direct Plan Cumulative Option,15.46
ICICI Prudential Value Fund - Series 5 Direct Plan Dividend Option,11.26
ICICI Prudential Value Fund - Series 5 Dividend Option,10.59
ICICI Prudential Value Fund - Series 6  Cumulative Option,12.66
ICICI Prudential Value Fund - Series 6  Dividend Option,9.96
ICICI Prudential Value Fund - Series 6 Direct Plan Cumulative Option,13.25
ICICI Prudential Value Fund - Series 6 Direct Plan Dividend Option,10.43
ICICI Prudential Value Fund - Series 7 Direct Plan Dividend Option,10.98
ICICI Prudential Value Fund - Series 7 Dividend Option,10.51
ICICI Prudential Value Fund - Series 8 Direct Plan Dividend Option,10.88
ICICI Prudential Value Fund - Series 8 Dividend Option,10.17
ICICI Prudential Value Fund - Series 9 - Cumulative Option,12.27
ICICI Prudential Value Fund - Series 9 - Direct Plan - Cumulative Option,12.60
ICICI Prudential Value Fund - Series 9 - Direct Plan - Dividend Option,10.85
ICICI Prudential Value Fund - Series 9 - Dividend Option,10.53
 
Kotak Mahindra Mutual Fund
 
Kotak India Gorwth Fund - Series I - Direct Plan - Dividend,11.21277657
Kotak India Gorwth Fund - Series I - Direct Plan - Growth,13.27862178
Kotak India Gorwth Fund - Series I - Regular Plan - Dividend,11.00627096
Kotak India Gorwth Fund - Series I - Regular Plan - Growth,13.07073144
Kotak India Growth Fund Series 4 - Regular Plan- Growth option,20.025
Kotak India Growth Fund Series 4-Direct Plan - Growth Option,21.045
Kotak India Growth Fund Series 4-Direct Plan-ayout of Income Distribution cum capital withdrawal option ,20.901
Kotak India Growth Fund Series 4-Regular Plan-ayout of Income Distribution cum capital withdrawal option ,20.026
Kotak India Growth Fund Series 5-Direct PLan-ayout of Income Distribution cum capital withdrawal option ,14.74284682
Kotak India Growth Fund Series 5-Direct Plan-Growth Option,14.74283395
Kotak India Growth Fund Series 5-Regular Plan-ayout of Income Distribution cum capital withdrawal option ,14.6365481
Kotak India Growth Fund Series 5-Regular Plan-Growth Option,14.63654539
Kotak India Growth Fund Series 7 - Direct Plan - Growth Option,15.09747791
Kotak India Growth Fund Series 7 - Regular Plan - ayout of Income Distribution cum capital withdrawal option ,14.61685259
Kotak India Growth Fund Series 7 - Regular Plan - Growth Option,14.61685271
Kotak India Growth Fund Series 7 -Direct Plan  -ayout of Income Distribution cum capital withdrawal option ,15.09752459
 
Nippon India Mutual Fund
 
Nippon India Capital Builder Fund IV - Series B - Direct Plan - Growth Option,13.4636
NIPPON INDIA CAPITAL BUILDER FUND IV - SERIES B - DIRECT Plan - IDCW Option,13.4636
Nippon India Capital Builder Fund IV - Series B - Growth Option,12.9092
NIPPON INDIA CAPITAL BUILDER FUND IV - SERIES B - IDCW Option,12.9092
Nippon India Capital Builder Fund IV- Series A- Direct Plan-Dividend Payout Option,10.3270
Nippon India Capital Builder Fund IV- Series A- Direct Plan-Growth Option,10.3270
Nippon India Capital Builder Fund IV- Series A- Dividend Payout Option,10.0452
Nippon India Capital Builder Fund IV- Series A- Growth Option,10.0452
Nippon India Capital Builder Fund IV- Series C- Direct Plan-Dividend Payout Option,11.4785
Nippon India Capital Builder Fund IV- Series C- Direct Plan-Growth Option,11.4785
Nippon India Capital Builder Fund IV- Series C- Dividend Payout Option,11.1685
Nippon India Capital Builder Fund IV- Series C- Growth Option,11.1685
Nippon India Capital Builder Fund IV- Series D- Direct Plan- Growth Option,10.6411
Nippon India Capital Builder Fund IV- Series D- Direct Plan-Dividend Payout Option,10.6411
Nippon India Capital Builder Fund IV- Series D- Dividend Payout Option,10.3583
Nippon India Capital Builder Fund IV- Series D- Growth Option,10.3583
NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - DIRECT Plan - IDCW Option,10.0000
NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - IDCW Option,10.0000
Nippon India Fixed Horizon Fund XXXVI- Series 1- Direct Plan-Growth Option,12.6864
Nippon India Fixed Horizon Fund XXXVI- Series 1- Growth Option,12.6440
NIPPON INDIA - INDIA OPPORTUNITIES FUND - SERIES A - DIRECT Plan - IDCW Option,16.5970
NIPPON INDIA - INDIA OPPORTUNITIES FUND - SERIES A - IDCW Option,16.0652
Nippon India India Opportunities Fund - Series A - Direct Plan - Growth Option,16.5970
Nippon India India Opportunities Fund - Series A - Growth Option,16.0652
Reliance Capital Builder Fund II - Series B - Direct Plan - Dividend Payout Option,13.8329
Reliance Capital Builder Fund II - Series B - Direct Plan - Growth Option,13.8329
Reliance Capital Builder Fund II - Series B - Dividend Payout Option,13.0421
Reliance Capital Builder Fund II - Series B - Growth Option,13.0421
Reliance Capital Builder Fund II - Series C - Direct Plan - Dividend Payout Option,12.5434
Reliance Capital Builder Fund II - Series C - Direct Plan - Growth Option,12.5434
Reliance Capital Builder Fund II - Series C - Dividend Payout Option,12.1517
Reliance Capital Builder Fund II - Series C - Growth Option,12.1517
Reliance Capital Builder Fund II- Series A- Direct Plan-Dividend Payout Option,10.0000
Reliance Capital Builder Fund II- Series A- Direct Plan-Growth Option,14.5494
Reliance Capital Builder Fund II- Series A- Dividend Payout Option,10.0000
Reliance Capital Builder Fund II- Series A- Growth Option,14.2989
Reliance Capital Builder Fund III - Series A - Direct Plan - Dividend Payout Option,12.0184
Reliance Capital Builder Fund III - Series A - Direct Plan - Growth Option,13.3166
Reliance Capital Builder Fund III - Series A - Dividend Payout Option,11.5589
Reliance Capital Builder Fund III - Series A - Growth Option,12.8527
Reliance Capital Builder Fund- Series A- Direct Plan- Dividend Payout Opotion,17.9036
Reliance Capital Builder Fund- Series A- Direct Plan- Growth Option,17.9036
Reliance Capital Builder Fund- Series A- Dividend Payout Option,17.4611
Reliance Capital Builder Fund- Series A- Growth Option,17.4611
Reliance Capital Builder Fund- Series B- Direct Plan- Dividend Payout Option,13.8255
Reliance Capital Builder Fund- Series B- Direct Plan- Growth Opiton,13.8255
Reliance Capital Builder Fund- Series B- Dividend Payout Option,13.2339
Reliance Capital Builder Fund- Series B- Growth Option,13.2339
Reliance Capital Builder Fund- Series C- Direct Plan- Dividend Payout Option,14.4939
Reliance Capital Builder Fund- Series C- Direct Plan- Growth Option,14.4939
Reliance Capital Builder Fund- Series C- Dividend Payout Option,13.8573
Reliance Capital Builder Fund- Series C- Growth Option,13.8573
Reliance Close Ended Equity Fund - Series A - Direct Plan - Dividend Payout Option,12.2273
Reliance Close Ended Equity Fund - Series A - Direct Plan - Growth Option,23.8241
Reliance Close Ended Equity Fund - Series A - Dividend Payout Option,11.2608
Reliance Close Ended Equity Fund - Series A - Growth Option,22.6688
Reliance Close Ended Equity Fund - Series B - Direct Plan - Dividend Payout Option,12.2564
Reliance Close Ended Equity Fund - Series B - Direct Plan - Growth Option,23.8837
Reliance Close Ended Equity Fund - Series B - Dividend Payout Option,11.2518
Reliance Close Ended Equity Fund - Series B - Growth Option,22.6520
Reliance Close Ended Equity Fund II- Series A- Direct Plan- Dividend Payout Option,13.6958
Reliance Close Ended Equity Fund II- Series A- Direct Plan- Growth Option,19.3301
Reliance Close Ended Equity Fund II- Series A- Dividend Payout Option,12.9136
Reliance Close Ended Equity Fund II- Series A- Growth Option,18.5052
 
SBI Mutual Fund
 
SBI EQUITY OPPORTUNITIES FUND -  SERIES IV - REGULAR PLAN - GROWTH,25.8789
SBI EQUITY OPPORTUNITIES FUND - SERIES IV - DIRECT PLAN - GROWTH,27.4317
SBI Equity Opportunities Fund-Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),23.3145
SBI Equity Opportunities Fund-Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),21.9580
 
Sundaram Mutual Fund
 
Sundaram Emerging Small Cap Series I Direct Plan - Growth,17.3094
Sundaram Emerging Small Cap Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),17.3094
Sundaram Emerging Small Cap Series I Regular Plan - Growth,16.7969
Sundaram Emerging Small Cap Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),16.7969
Sundaram Emerging Small Cap Series II Direct Plan - Growth,17.8473
Sundaram Emerging Small Cap Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),17.8473
Sundaram Emerging Small Cap Series II Regular Plan - Growth,17.0906
Sundaram Emerging Small Cap Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),17.0906
Sundaram Emerging Small Cap Series III Direct Plan - Growth,19.8501
Sundaram Emerging Small Cap Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),19.4856
Sundaram Emerging Small Cap Series III Regular Plan - Growth,19.1861
Sundaram Emerging Small Cap Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),18.8246
Sundaram Emerging Small Cap Series IV Direct Plan - Growth,20.3393
Sundaram Emerging Small Cap Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),19.6136
Sundaram Emerging Small Cap Series IV Regular Plan - Growth,19.6521
Sundaram Emerging Small Cap Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),18.9326
Sundaram Emerging Small Cap Series V Direct Plan - Growth,20.5828
Sundaram Emerging Small Cap Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),19.8509
Sundaram Emerging Small Cap Series V Regular Plan - Growth,20.0784
Sundaram Emerging Small Cap Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),19.3523
Sundaram Emerging Small Cap Series VI Direct Plan - Growth,23.1455
Sundaram Emerging Small Cap Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),21.6981
Sundaram Emerging Small Cap Series VI Regular Plan - Growth,22.6254
Sundaram Emerging Small Cap Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),21.1894
Sundaram Emerging Small Cap Series VII Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),21.6650
Sundaram Emerging Small Cap Series VII Regular Plan - Growth,22.6550
Sundaram Emerging Small Cap Series VII Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),21.2461
Sundaram Emerging Small Cap VII Direct Plan - Growth,23.0823
Sundaram Multi Cap Fund Series I Direct Plan - Growth,17.9754
Sundaram Multi Cap Fund Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),17.0972
Sundaram Multi Cap Fund Series I Regular Plan - Growth,17.5339
Sundaram Multi Cap Fund Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),16.8687
Sundaram Multi Cap Fund Series II Direct Plan - Growth,17.9720
Sundaram Multi Cap Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),17.1047
Sundaram Multi Cap Fund Series II Regular Plan - Growth,17.5194
Sundaram Multi Cap Fund Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),16.8651
Sundaram Select Micro Cap Series XV Direct Plan - Growth,16.5286
Sundaram Select Micro Cap Series XV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),16.5285
Sundaram Select Micro Cap Series XV Regular Plan - Growth,15.8941
Sundaram Select Micro Cap Series XV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),15.8941
Sundaram Select Micro Cap Series XVII Direct Plan - Growth,15.0445
